Date_x,month_year,OMR_bin,Sac.cfs,SJR.cfs,Sub.group
12/1/1921,1921-12,-5000,19575.99847,4421.074212,medhi
12/2/1921,1921-12,-5000,19575.99847,4421.074212,medhi
12/3/1921,1921-12,-5000,19575.99847,4421.074212,medhi
12/4/1921,1921-12,-5000,19575.99847,4421.074212,medhi
12/5/1921,1921-12,-5000,19575.99847,4421.074212,medhi
12/6/1921,1921-12,-5000,19575.99847,4421.074212,medhi
12/7/1921,1921-12,-5000,19575.99847,4421.074212,medhi
12/8/1921,1921-12,-5000,19575.99847,4421.074212,medhi
12/9/1921,1921-12,-5000,19575.99847,4421.074212,medhi
12/10/1921,1921-12,-5000,19575.99847,4421.074212,medhi
12/11/1921,1921-12,-5000,19575.99847,4421.074212,medhi
12/12/1921,1921-12,-5000,19575.99847,4421.074212,medhi
12/13/1921,1921-12,-5000,19575.99847,4421.074212,medhi
12/14/1921,1921-12,-5000,19575.99847,4421.074212,medhi
12/15/1921,1921-12,-5000,19575.99847,4421.074212,medhi
12/16/1921,1921-12,-5000,19575.99847,4421.074212,medhi
12/17/1921,1921-12,-5000,19575.99847,4421.074212,medhi
12/18/1921,1921-12,-5000,19575.99847,4421.074212,medhi
12/19/1921,1921-12,-5000,19575.99847,4421.074212,medhi
12/20/1921,1921-12,-5000,19575.99847,4421.074212,medhi
12/21/1921,1921-12,-5000,19575.99847,4421.074212,medhi
12/22/1921,1921-12,-5000,19575.99847,4421.074212,medhi
12/23/1921,1921-12,-5000,19575.99847,4421.074212,medhi
12/24/1921,1921-12,-5000,19575.99847,4421.074212,medhi
12/25/1921,1921-12,-5000,19575.99847,4421.074212,medhi
12/26/1921,1921-12,-5000,19575.99847,4421.074212,medhi
12/27/1921,1921-12,-5000,19575.99847,4421.074212,medhi
12/28/1921,1921-12,-5000,19575.99847,4421.074212,medhi
12/29/1921,1921-12,-5000,19575.99847,4421.074212,medhi
12/30/1921,1921-12,-5000,19575.99847,4421.074212,medhi
12/31/1921,1921-12,-5000,19575.99847,4421.074212,medhi
1/1/1922,1922-01,-5000,20299.86312,3336.332034,medmed
1/2/1922,1922-01,-5000,20299.86312,3336.332034,medmed
1/3/1922,1922-01,-5000,20299.86312,3336.332034,medmed
1/4/1922,1922-01,-5000,20299.86312,3336.332034,medmed
1/5/1922,1922-01,-5000,20299.86312,3336.332034,medmed
1/6/1922,1922-01,-5000,20299.86312,3336.332034,medmed
1/7/1922,1922-01,-5000,20299.86312,3336.332034,medmed
1/8/1922,1922-01,-5000,20299.86312,3336.332034,medmed
1/9/1922,1922-01,-5000,20299.86312,3336.332034,medmed
1/10/1922,1922-01,-5000,20299.86312,3336.332034,medmed
1/11/1922,1922-01,-5000,20299.86312,3336.332034,medmed
1/12/1922,1922-01,-5000,20299.86312,3336.332034,medmed
1/13/1922,1922-01,-5000,20299.86312,3336.332034,medmed
1/14/1922,1922-01,-5000,20299.86312,3336.332034,medmed
1/15/1922,1922-01,-5000,20299.86312,3336.332034,medmed
1/16/1922,1922-01,-5000,20299.86312,3336.332034,medmed
1/17/1922,1922-01,-5000,20299.86312,3336.332034,medmed
1/18/1922,1922-01,-5000,20299.86312,3336.332034,medmed
1/19/1922,1922-01,-5000,20299.86312,3336.332034,medmed
1/20/1922,1922-01,-5000,20299.86312,3336.332034,medmed
1/21/1922,1922-01,-5000,20299.86312,3336.332034,medmed
1/22/1922,1922-01,-5000,20299.86312,3336.332034,medmed
1/23/1922,1922-01,-5000,20299.86312,3336.332034,medmed
1/24/1922,1922-01,-5000,20299.86312,3336.332034,medmed
1/25/1922,1922-01,-5000,20299.86312,3336.332034,medmed
1/26/1922,1922-01,-5000,20299.86312,3336.332034,medmed
